Pop_id,Peak_time,Peak_height
0,802.6939822480504,2000
1,1004.1338724555915,2000
2,1179.5313305816348,2000
3,1433.2870513955659,2000
4,1461.54785990464,2000
5,1653.2559237527207,2000
6,2020.7988565318906,2000
7,1970.916020824735,2000
8,2142.8720668475494,2000
9,2292.289816304238,2000
10,2503.65537910562,2000
11,2739.353310070389,2000
12,2956.980614794769,2000
13,3075.444720908073,2000
14,3368.2252234422685,2000
15,3435.208997065407,2000
16,3535.2199128033844,2000
17,3866.100984821469,2000
18,4000.784583880267,2000
19,4003.9524437970863,2000
20,4273.431899369573,2000
21,4327.3941266948095,2000
22,4510.442756374857,2000
23,4617.801383042371,2000
24,4809.238499827162,2000
25,5062.394060277296,2000
26,5149.378070279093,2000
27,5375.764088151958,2000
28,5595.131865355624,2000
29,5639.864797947761,2000
30,6091.2076785879835,2000
31,5932.409421083148,2000
32,6128.458350816886,2000
33,6230.566054873754,2000
34,6459.278345917915,2000
35,6520.9971229341,2000
36,6694.905365647846,2000
37,6877.03835107878,2000
38,7027.042308061779,2000
39,7229.318312189409,2000
40,7402.407780270132,2000
41,7590.69435840994,2000
42,7739.116543217315,2000
43,7881.901554400461,2000
44,8039.217164806198,2000
45,8240.294908153546,2000
46,8402.810880214221,2000
47,8456.598126711116,2000
48,8712.823222369774,2000
49,8896.45529146967,2000
