Pop_id,Peak_time,Peak_height
0,724.9926182741259,1969
1,864.2671182228027,1975
2,1125.4975960808001,1972
3,1246.994193504197,1971
4,1378.5882071478077,1974
5,1598.9135442162117,1966
6,1738.5746698029443,1968
7,1868.0464902578346,1972
8,2045.372620774066,1968
9,2238.092470709601,1978
10,2396.4580073612788,1979
11,2591.652134741971,1962
12,2770.490898102596,1975
13,2900.2260223961953,1977
14,2966.972609208644,1974
15,3095.142928297338,1984
16,3229.249943402774,1975
17,3376.9340304720026,1981
18,3518.575020219348,1975
19,3690.457508321832,1972
20,3834.213853916633,1978
21,4047.9662837669493,1965
22,4124.024155672829,1980
23,4338.0037576719415,1977
24,4478.316166764634,1977
25,4675.499742817623,1977
26,4782.888635047526,1977
27,5040.698560805606,1973
28,5162.901318348419,1970
29,5258.634285320439,1983
30,5359.912981443065,1972
31,5451.652830643748,1969
32,5674.997969207695,1973
33,5879.383502589163,1966
34,6058.363470015234,1977
35,6242.382842654195,1982
36,6425.255509815854,1976
37,6619.29338901446,1976
38,6720.819324845576,1972
39,6873.710816578077,1974
40,7080.076488239565,1975
41,7165.654886542464,1973
42,7294.938764207579,1975
43,7438.251355311363,1978
44,7603.3075311906105,1975
45,7723.85926916591,1971
46,7892.829081133154,1979
47,8069.600461788825,1983
48,8225.329809875808,1971
49,8375.226989563911,1977
