Pop_id,Peak_time,Peak_height
0,58.38410015158545,3651
1,97.70107983977158,3649
2,144.12160691266024,3639
3,186.60511586063777,3651
4,226.35656574828198,3614
5,270.0827848091119,3641
6,313.9981289009342,3659
7,358.2704828742417,3639
8,383.3546255352932,3572
9,425.17831364841527,3630
10,463.3771890323285,3632
11,501.1039890366026,3616
12,535.6079665669479,3616
13,583.1062462764133,3651
14,623.6951077786357,3614
15,668.8262003586556,3615
16,699.7970866518232,3621
17,742.4116900242794,3640
18,771.7962413628399,3640
19,820.8021193298831,3620
20,860.2142566373677,3638
21,896.8215093316551,3634
22,930.2423936468278,3626
23,968.8587371795877,3594
24,1000.7172456978255,3646
25,1030.7384539558068,3624
26,1077.4422435031288,3613
27,1108.358955436276,3643
28,1134.4431436732411,3628
29,1173.6420455408122,3624
30,1223.6912293418718,3629
31,1270.3777954251223,3633
32,1314.4263050513787,3653
33,1348.9860007092784,3645
34,1391.355187851846,3636
35,1423.586203295695,3639
36,1462.7793093381445,3636
37,1493.2068198089498,3675
38,1536.0195542137028,3656
39,1560.9747375457293,3642
40,1588.9359237675599,3634
41,1631.5524202239926,3624
42,1652.2085653174977,3656
43,1689.5192074036686,3669
44,1736.214235783661,3631
45,1763.74601598143,3626
46,1796.9578757038382,3628
47,1829.6111645849571,3652
48,1866.6240844112813,3648
49,1903.1889159650564,3639
50,1942.3070299681574,3647
51,1974.8742058899866,3626
52,2015.5207879410923,3632
53,2037.9703473776603,3648
54,2077.030601454778,3623
55,2108.1039360612363,3641
56,2144.1987065023927,3639
57,2189.0443699682214,3639
58,2224.1727736486446,3681
59,2261.9960528476477,3623
60,2300.3029872660554,3657
61,2352.9002180295506,3648
62,2392.722862635025,3649
63,2428.8919185129403,3655
64,2467.568080205935,3661
65,2495.8486033939494,3619
66,2538.54788504866,3615
67,2576.414883619989,3669
68,2609.798077280284,3622
69,2640.814894285674,3620
70,2686.863519088421,3640
71,2718.7566048236,3638
72,2762.070189127441,3628
73,2797.6240955333915,3654
74,2830.1935955812323,3619
