Pop_id,Peak_time,Peak_height
0,55.11977219943924,1819
1,78.94097428283789,1801
2,94.18979554437095,1807
3,122.99752555906943,1808
4,134.34913091621308,1801
5,155.09616496565684,1832
6,186.81687521578908,1819
7,207.14208342026976,1829
8,236.42465574570744,1802
9,261.84382392412056,1815
10,289.1106428381249,1810
11,302.0864128617856,1822
12,328.9191327891798,1799
13,352.95943617611925,1840
14,378.1526204023244,1797
15,397.4368359582599,1815
16,420.5899393830107,1812
17,445.1727410805684,1769
18,472.09726001126637,1820
19,492.8835881082384,1816
20,516.2609849666475,1790
21,535.1180949464159,1825
22,551.5615725911134,1810
23,583.0272725168123,1784
24,602.0785210066332,1813
25,630.3270858517386,1812
26,654.7568253541123,1815
27,677.8612955134342,1818
28,707.5395497589144,1801
29,734.4765746900171,1819
30,758.5927310815617,1819
31,782.8192694531172,1793
32,805.1266126823964,1788
33,828.4683046694554,1829
34,845.8352888655304,1809
35,875.9406687539882,1814
36,898.9158789644816,1798
37,921.0515423545692,1814
38,944.5198473724607,1807
39,972.1507755307113,1811
40,999.7151511266648,1826
41,1024.1015838771837,1806
42,1051.368345784825,1816
43,1075.6321582082553,1798
44,1094.1692059921652,1799
45,1124.7834270702856,1826
46,1146.34925570313,1840
47,1166.2142409435405,1809
48,1189.7197814551005,1824
49,1209.2639543786265,1815
