Pop_id,Peak_time,Peak_height
0,66.01237373416818,890
1,78.97994052030332,908
2,91.17546341047989,876
3,107.50942837834077,900
4,116.08436976443622,912
5,131.67953520694763,918
6,142.51677283562864,915
7,155.0724569952887,890
8,172.76549802864804,914
9,182.9931419577861,896
10,198.62424247437139,897
11,210.75393872461157,888
12,223.9807870944545,899
13,240.553036419938,900
14,255.0536535462775,905
15,266.4628984748186,902
16,277.1024550442595,902
17,290.6273092519293,895
18,305.58088869523505,895
19,317.70673481519054,904
20,334.305508211122,894
21,344.76936967240886,909
22,357.0992415508873,892
23,370.5582345404766,907
24,377.14909817673174,888
25,389.6927607636576,886
26,403.05091296448506,892
27,418.68308037697005,893
28,425.17981564907575,893
29,440.5811807366516,900
30,456.3329659346186,895
31,469.37070608053455,888
32,484.96298896207145,896
33,499.93318302283586,892
34,508.9650251344386,902
35,527.7565222374345,881
36,542.4827896155165,905
37,556.9230941671159,910
38,569.9360577905403,892
39,582.8509821071167,905
40,596.8263186464208,897
41,608.7197102490663,912
42,616.9202925041916,885
43,631.1625864192434,907
44,643.7607788977264,906
45,656.633671342328,902
46,667.6577349275492,913
47,681.8418944939325,900
48,691.4120526833433,896
49,704.4679501579656,898
50,719.6143502362588,901
51,734.7797937981017,889
52,747.1420299483714,895
53,759.6580778536483,888
54,770.9336048340579,913
55,784.1762181654711,896
56,796.5132784486686,891
57,809.2353263125881,895
58,824.1975566213766,902
59,832.5060148072176,903
60,845.3997596492817,895
61,856.0923639828167,896
62,870.3571361384925,898
63,884.4094120224156,914
64,896.8658599418626,897
65,908.891873216516,900
66,922.0926109059801,909
67,937.0435997295691,898
68,948.3039265671975,908
69,960.1179976390844,915
70,969.7296785665019,885
71,985.4091547150796,892
72,998.4998943656324,899
73,1010.062694139367,899
74,1023.9802981370118,905
75,1036.1312306612392,906
76,1052.7198180335047,911
77,1060.1636086905391,920
78,1072.273447846239,914
79,1084.0139070694997,916
80,1098.4969781929888,895
81,1106.9900766511971,900
82,1123.7284137094005,894
83,1135.783360476999,914
84,1147.1472338924943,887
85,1158.9652968797998,907
86,1171.508475497436,913
87,1181.470419776526,898
88,1197.9312494640833,896
89,1210.837806674287,900
90,1222.568718514395,909
91,1233.3612292757032,893
92,1247.8604950400604,904
93,1266.0936037590207,883
94,1276.9737524908708,887
95,1295.2198562031926,874
96,1305.6284908978394,887
97,1322.2460559127599,893
98,1331.8788168623048,902
99,1343.4941355629549,911
