Pop_id,Peak_time,Peak_height
0,539.7008398488878,1815
1,678.6154930942602,1801
2,835.2281942103986,1826
3,997.3043861228948,1828
4,1248.9409152853439,1803
5,1456.0843290201183,1803
6,1661.2853146364448,1804
7,1868.6834161841655,1844
8,2135.2836480134342,1840
9,2380.0028233138,1820
10,2466.726950281755,1812
11,2690.419710664514,1824
12,2902.333162644091,1832
13,3148.456114846407,1804
14,3308.6722307125924,1836
15,3605.0844659144323,1809
16,3729.4374407403147,1816
17,3982.879935914139,1815
18,4181.583498463877,1816
19,4273.233124397325,1829
20,4554.824183980233,1776
21,4821.424385008943,1803
22,5011.404027760621,1790
23,5232.199287845595,1815
24,5473.370306951625,1824
25,5622.589671369031,1843
26,5860.664335368518,1796
27,6047.536808420783,1820
28,6206.482872384457,1833
29,6371.738172006336,1819
30,6670.229957597009,1824
31,6883.261848586427,1812
32,7060.682047995734,1814
33,7256.057764798904,1808
34,7546.380527590606,1793
35,7735.496986870975,1821
36,7976.54144989771,1807
37,8153.46809863754,1822
38,8480.509465385427,1792
39,8740.004002802207,1806
40,8899.41367057232,1803
41,9080.755041455846,1823
42,9222.12240786977,1801
43,9420.416486424974,1793
44,9616.532000180865,1790
45,9857.705682320642,1797
46,10036.991638401856,1805
47,10304.743130770488,1803
48,10530.15961276746,1802
49,10730.128769774643,1808
