Pop_id,Peak_time,Peak_height
0,58.55726279875221,3619
1,67.50668175642039,3600
2,77.14863660007022,3631
3,93.41662390457331,3631
4,108.64736043184708,3597
5,120.99173836513195,3631
6,133.12112590508798,3618
7,146.4445001782242,3649
8,166.68637561526637,3608
9,181.3068473113403,3629
10,196.1378704319884,3601
11,210.37398015737264,3591
12,226.06925405000277,3622
13,240.71354672294956,3620
14,256.6227781982224,3590
15,271.8453528537458,3653
16,286.0894252146921,3621
17,302.10164524336574,3628
18,317.4391830864382,3624
19,332.258322065371,3633
20,346.9308891744985,3623
21,358.03770356189676,3666
22,371.0035861577877,3644
23,384.68612264558027,3620
24,402.3387149748326,3591
25,414.87544367937113,3638
26,430.9077983713697,3620
27,445.3373437261716,3609
28,460.0061479655214,3647
29,478.2628258577075,3626
30,494.20350962663326,3582
31,509.004290958108,3637
32,522.985504278654,3598
33,536.8884858850134,3624
34,551.9740641540916,3609
35,566.734160294977,3586
36,580.8433080175411,3628
37,598.2569014091866,3614
38,611.5567354524155,3617
39,626.8398360750072,3638
40,645.7574878038587,3642
41,660.1625422668465,3590
42,674.3470575954218,3613
43,688.7813467156342,3592
44,702.2997404941358,3646
45,718.939753430813,3623
46,729.8744335021373,3679
47,742.6852155732124,3648
48,753.2843103588118,3630
49,768.2894251089516,3630
50,782.2523739016777,3634
51,796.5168257520058,3653
52,811.4444043736295,3595
53,828.2858818616796,3638
54,843.1889971897714,3605
55,859.0136346159775,3609
56,873.4663411543715,3625
57,888.1880749440514,3630
58,897.6455918995875,3650
59,915.3719084993303,3624
60,930.2653378108856,3590
61,944.4032680657192,3630
62,960.9549585224174,3642
63,976.2527270147765,3588
64,988.3681359382356,3637
65,1008.2487702373791,3603
66,1020.4220669344642,3660
67,1034.7105062727317,3609
68,1046.7531004796174,3600
69,1061.6271832861617,3632
70,1076.3397027873036,3602
71,1090.8480149049597,3604
72,1107.078622872155,3605
73,1121.3316607438921,3571
74,1133.6310881170439,3653
