Pop_id,Peak_time,Peak_height
0,680.844306481177,11803
1,789.9520867592258,9517
2,765.7483450716711,6036
3,748.8184567606942,3484
4,777.8920751309113,3450
5,798.6165601576246,6692
6,793.0831159869457,4403
7,767.6162636094305,2623
8,813.5319356430133,4082
9,696.1735427199062,3427
10,763.4768662050282,2617
11,859.8833146349483,2640
12,789.974162328489,3190
13,836.3209551280919,3826
14,822.7666097189532,3478
15,831.3346164326957,1150
16,814.4784465666473,2620
17,794.4436318661125,1447
18,796.0314415488476,3481
19,865.761449510206,2323
20,887.514288117378,1459
21,789.6355069319773,2920
22,827.5281504773202,2903
23,819.980534417632,1146
24,827.9193354397061,2604
25,866.4424214652056,1732
26,767.6213387984833,2008
27,808.2348801402484,2895
28,793.7342395666736,1756
29,917.8371720837856,1742
30,743.553929619666,1461
31,802.5792174061236,2054
32,921.2752298251908,1436
33,909.9208017896696,1753
34,786.2976429868447,1147
35,918.6983096868776,1437
36,876.0282278742721,1465
37,789.8904388718096,1754
38,805.6245170954239,1166
39,877.8805631533344,869
40,795.4017231827952,1151
41,1045.6794100895554,572
42,861.6969251130153,1750
43,808.7885979784663,2623
44,943.1226334494711,881
45,810.6153024506872,877
46,796.6563388500838,860
47,928.1177574679405,1173
48,781.8315600645403,1451
49,893.0179907052852,863
50,854.5036683541454,577
51,961.3242154144914,873
52,795.5784327041953,1160
53,844.2179075494497,1459
54,735.5026815995777,1429
55,934.9878470003069,871
56,907.99764452411,1170
57,906.2660512893402,872
58,771.8479721462381,1743
59,911.8212110147178,2054
60,828.9546321951641,587
61,785.5166332917312,887
62,942.7451777389863,1165
63,1008.7458025152936,1151
64,928.9572884440626,1175
65,840.418099333405,1443
66,933.7208735252809,1163
67,1061.6170932614002,582
68,882.6235510028548,1745
69,910.3768783051944,1777
70,867.7597449246374,577
71,927.9499560827446,880
72,903.2412933703976,1468
73,770.5747341131395,1174
74,966.6480680924275,1162
75,746.6460736719313,1148
76,945.418204445227,571
77,930.1589847917147,879
78,1103.8355022447158,297
79,887.3455549852038,578
80,735.2750614392573,583
81,946.8406582232935,861
82,862.0931972972514,592
83,971.2193173578236,299
84,768.2877889347167,1446
85,860.0259059890161,581
86,810.2605328314783,1445
87,975.1578878085568,580
88,931.1802101071959,579
89,1022.5086415139283,289
90,948.6271272269701,1187
91,903.8479899062083,1184
92,978.2472898453649,297
93,1039.1418365868496,304
94,967.3615120653485,854
95,767.0338524095247,885
