Pop_id,Peak_time,Peak_height
0,569.5132174680624,1391
1,794.3902833115993,1412
2,944.3575731925916,1397
3,1062.0423713395116,1422
4,1249.4418631810431,1421
5,1363.3628942235575,1438
6,1598.0218187841726,1430
7,1711.1363657555535,1407
8,1943.8036990541605,1364
9,2038.2314193918396,1389
10,2195.4492631583985,1432
11,2356.340496051996,1399
12,2573.7137109102637,1404
13,2813.0970740073626,1374
14,3046.1883349890704,1404
15,3135.3060969657354,1431
16,3338.4717263690004,1402
17,3502.4929285285366,1418
18,3712.255996636846,1370
19,3847.0332647713467,1397
20,4023.2288703809795,1430
21,4214.387680437873,1468
22,4457.271465017529,1430
23,4714.969476870447,1362
24,4884.2174790684585,1395
25,5068.232071532813,1393
26,5250.814154599963,1412
27,5432.7920738392295,1427
28,5617.794639902274,1432
29,5791.798386672323,1431
30,5963.714263152237,1391
31,6157.022755941275,1373
32,6310.758556301628,1421
33,6510.864348629142,1392
34,6694.486805192558,1420
35,6903.687763712833,1419
36,7035.459502813227,1372
37,7228.366425676197,1378
38,7417.044303005257,1398
39,7600.612646470403,1437
40,7819.429798264287,1383
41,8028.516009940145,1387
42,8218.019979723416,1443
43,8477.737603366413,1392
44,8652.600925386276,1366
45,8803.588700077495,1467
46,8990.478209578238,1424
47,9143.206039396402,1419
48,9355.636376407962,1399
49,9521.374522711192,1408
