Pop_id,Peak_time,Peak_height
0,532.5213271875806,1796
1,786.9825124358898,1785
2,1011.8362118024997,1817
3,1215.6181818852162,1828
4,1320.5907357473072,1797
5,1554.0773084297332,1785
6,1705.8083589208195,1802
7,1927.9803620762332,1791
8,1991.3705098039636,1793
9,2215.3611864755585,1799
10,2458.0657978152435,1811
11,2656.3972987875113,1789
12,2838.9914299691536,1832
13,3034.874589400258,1785
14,3300.531182515413,1791
15,3462.337023821044,1804
16,3697.7977266377375,1794
17,3842.6549926321222,1801
18,4081.555682336821,1809
19,4306.485642840468,1810
20,4586.251432020184,1801
21,4814.23714534142,1810
22,5054.070181077035,1787
23,5124.861334109264,1800
24,5398.318050705915,1808
25,5609.663229447944,1793
26,5675.054413315201,1820
27,5920.960171964049,1832
28,6086.78189734097,1789
29,6303.858557235949,1808
30,6548.081888542323,1813
31,6696.770550275752,1823
32,6906.811866251529,1803
33,7150.153237825239,1791
34,7311.548289671051,1810
35,7525.23367101592,1777
36,7769.8248259065185,1806
37,7972.908878423446,1789
38,8169.46123210302,1815
39,8397.019709746735,1792
40,8627.782376996116,1804
41,8877.364870110834,1808
42,9169.968210063067,1799
43,9364.250289427213,1803
44,9479.68522954484,1805
45,9667.161779031565,1803
46,9860.131913609008,1816
47,10073.627549303888,1805
48,10335.610130483557,1803
49,10531.151083557625,1805
