Pop_id,Peak_time,Peak_height
0,456.005573037092,676
1,641.6320577776985,749
2,904.7285164508507,704
3,1206.623888264244,693
4,1396.3279081838684,702
5,1663.8679381965671,703
6,1956.228705972882,707
7,2273.2773359086223,764
8,2526.4959656713054,672
9,2728.376361225039,694
10,2940.86962745887,734
11,3266.475490908208,702
12,3394.710497433872,747
13,3658.662645557525,695
14,3911.7894939106254,629
15,4192.228033065449,729
16,4430.108555495582,782
17,4645.710327294379,713
18,4848.0396184544,716
19,5121.685688251882,723
20,5429.8696548183525,689
21,5685.027770396174,682
22,6036.877613982697,697
23,6280.331167274096,766
24,6545.959411620615,667
25,6748.24770078423,754
26,6995.183337071035,742
27,7252.948084033667,719
28,7454.819178001931,736
29,7732.133789198565,634
30,8001.399406265921,658
31,8159.723725277307,757
32,8403.281265208256,775
33,8687.614199726995,668
34,9069.718577781963,655
35,9273.029326104896,709
36,9534.98140251289,689
37,9818.411820676865,632
38,10087.030639256498,713
39,10398.10119925023,690
40,10666.590603500845,696
41,10918.868280532666,779
42,11076.96549353508,704
43,11264.811948417639,711
44,11577.641247323576,706
45,11882.477234533506,774
46,12235.123913396683,673
47,12517.014549742662,669
48,12766.213983649639,627
49,13102.552237844193,709
