Pop_id,Peak_time,Peak_height
0,51.71495039804279,1815
1,92.46918668334125,1838
2,123.36085111500044,1801
3,140.97943318041587,1812
4,185.8630604088295,1812
5,233.27299049546264,1829
6,275.6857335362764,1823
7,362.58045695145904,1814
8,400.34662526096025,1813
9,429.58898222401945,1825
10,453.8066645609549,1824
11,486.7871626563905,1833
12,518.4942969986332,1798
13,542.8144243892909,1817
14,576.5054507090147,1836
15,603.5453304918618,1813
16,653.7143701424868,1827
17,687.5336156154596,1812
18,718.5301615932194,1806
19,748.4910811525275,1820
20,765.4767395306088,1820
21,807.5432257184585,1816
22,833.483378712788,1828
23,889.3086057894153,1824
24,927.7366156617926,1805
25,956.7634396886838,1809
26,982.1034311545054,1840
27,1026.227852619934,1826
28,1078.337238977723,1808
29,1120.779139975979,1816
30,1166.0661867383783,1829
31,1204.4403592240537,1816
32,1244.2003759465235,1814
33,1288.9857589244655,1806
34,1330.7412319017628,1805
35,1359.0022197280175,1815
36,1393.9237321787475,1817
37,1432.6329386935874,1807
38,1463.0349491401764,1804
39,1506.8020821800962,1815
40,1540.3154317881751,1849
41,1579.8220413873184,1828
42,1626.1457109134076,1820
43,1663.298741860206,1802
44,1698.221828521586,1826
45,1747.8400502103236,1837
46,1776.4325013682053,1839
47,1819.705673510162,1829
48,1840.6347152812791,1836
49,1877.0990129871138,1802
