Pop_id,Peak_time,Peak_height
0,51.38617453617544,3592
1,59.315110082717545,3641
2,70.30740830169103,3647
3,80.85102310912822,3628
4,90.01280206647044,3616
5,101.98518613098632,3665
6,112.10690053946104,3660
7,123.74283428296359,3608
8,135.0029096050093,3642
9,146.10122022102996,3684
10,156.49425445199043,3649
11,170.92006056902903,3654
12,182.40335004572268,3680
13,196.4970740147852,3626
14,207.90599910874568,3630
15,219.17209317057234,3624
16,232.66506224140247,3673
17,241.6598729181886,3618
18,254.32320436839376,3665
19,264.3043162346639,3672
20,275.4920700881331,3655
21,285.1812986277386,3647
22,297.4917388789484,3616
23,308.3992752236634,3645
24,315.97146349928386,3648
25,325.70369407189287,3671
26,331.87747882930057,3647
27,341.02353287337775,3654
28,349.47745242186744,3632
29,362.02693022701993,3621
30,372.7762649301724,3651
31,387.63976621007447,3643
32,396.93998035232687,3617
33,409.3442824569983,3628
34,420.810676124123,3653
35,430.885924712456,3649
36,435.7189002190282,3639
37,448.9240425201568,3642
38,460.15048493247446,3642
39,470.72118863724296,3641
40,482.7124732988236,3607
41,493.3740448331788,3642
42,505.67643144345294,3641
43,518.4368940713267,3663
44,531.7451112185151,3587
45,542.838746289514,3647
46,555.6605293910826,3670
47,566.9663745249517,3625
48,578.3484563010494,3629
49,588.5897287555696,3656
50,602.3525547164747,3667
51,612.188286750476,3633
52,624.9365968008065,3664
53,634.4714314253391,3640
54,645.9064732452617,3633
55,653.1278648241359,3653
56,662.6216768678702,3602
57,673.0442216573451,3635
58,683.6048383214061,3644
59,692.4058882306929,3641
60,703.5682414573582,3635
61,711.3651050756225,3674
62,717.7635638625508,3659
63,730.7057801086855,3622
64,738.0651609630379,3631
65,752.0932287376404,3655
66,764.2106393568691,3658
67,770.2713354659834,3647
68,780.2650747814577,3677
69,792.7206239253659,3693
70,803.1221380171136,3640
71,811.6121898166132,3661
72,821.394021409152,3672
73,833.5854726054994,3653
74,844.5664093437268,3659
