Pop_id,Peak_time,Peak_height
0,59.15101476528771,3639
1,71.12005895106132,3671
2,83.65526576938811,3673
3,103.30294189115055,3626
4,119.98207659939867,3662
5,137.09441319069072,3669
6,156.8232081896688,3637
7,169.26440382086275,3631
8,177.6503247681245,3644
9,200.10352584734613,3649
10,217.02614348605024,3640
11,233.93436232204238,3614
12,252.56731350616462,3641
13,270.7834554408969,3639
14,267.06807337507723,3586
15,283.508150001039,3609
16,300.03325885568006,3630
17,308.990206753063,3620
18,326.6570723166845,3656
19,345.35242769154456,3648
20,366.8619978786449,3609
21,389.55348252784427,3677
22,403.6893547262779,3602
23,421.6214278014459,3651
24,441.69720869973054,3632
25,464.4743937899943,3632
26,478.6289888754195,3621
27,497.0896241343337,3637
28,515.4894017385163,3647
29,536.8871744601182,3633
30,562.8281812208539,3655
31,574.2196185045386,3609
32,592.5837923134883,3657
33,605.531693670411,3621
34,620.4281489873503,3645
35,638.969101221529,3617
36,653.2082016768926,3640
37,667.9128000784391,3665
38,685.9008662834559,3609
39,694.536546042619,3681
40,712.847905930397,3633
41,727.5299886227768,3665
42,744.5265799714551,3602
43,760.0696503692909,3636
44,774.7903442489119,3635
45,792.264875806005,3627
46,815.6457329609684,3629
47,832.1431828122936,3656
48,846.2643261031475,3632
49,868.687449620464,3645
50,890.6948349196895,3646
51,907.9714901974343,3670
52,927.7544515391503,3632
53,943.1681349484055,3621
54,954.2567168352155,3636
55,973.3476573904962,3636
56,993.3603861454004,3652
57,1015.0136606289584,3633
58,1032.6558067102665,3629
59,1047.7698433935411,3610
60,1070.392896106218,3623
61,1086.1719727038846,3651
62,1103.5551192944602,3654
63,1119.315005143173,3659
64,1136.827977830571,3668
65,1156.8015044942592,3632
66,1178.3137313705802,3633
67,1189.5411571577165,3626
68,1204.4018681345701,3623
69,1224.2366337098501,3632
70,1244.1194934791674,3650
71,1259.4870049467588,3620
72,1279.7561713234843,3675
73,1296.4370651534778,3638
74,1319.6809967227273,3651
