Pop_id,Peak_time,Peak_height
0,106.7315982166752,2000
1,129.89390924019884,2000
2,144.3994371534428,2000
3,204.65341640770504,2000
4,229.72360222960432,2000
5,257.03143031662967,2000
6,270.6586151555854,2000
7,311.32736631615757,2000
8,312.92674009373087,2000
9,339.96757207923,2000
10,358.0330312546421,2000
11,429.4746127470658,2000
12,414.06749006278676,2000
13,473.8257268290467,2000
14,488.76966832615955,2000
15,512.2022821723958,2000
16,546.9815464269683,2000
17,565.3913865489159,2000
18,601.2791030114415,2000
19,611.0095190249369,2000
20,644.6482192876764,2000
21,666.5063486681119,2000
22,677.5445075309506,2000
23,707.1348837021452,2000
24,719.8052739347488,2000
25,733.2829725227245,2000
26,763.4107976361258,2000
27,784.3162382357704,2000
28,805.4079600438665,2000
29,841.2149833763305,2000
30,850.9900378206099,2000
31,883.0336282374751,2000
32,895.3331620520112,2000
33,936.89664246055,2000
34,963.3626772990965,2000
35,992.0017796256794,2000
36,1003.7933572467103,2000
37,1035.480254234487,2000
38,1065.7174896821755,2000
39,1089.4498356186496,2000
40,1115.5795401353334,2000
41,1140.485509360608,2000
42,1156.4664071432064,2000
43,1173.3522738197391,2000
44,1206.0511255641557,2000
45,1232.38523118616,2000
46,1267.2488772104425,2000
47,1289.6608816204705,2000
48,1306.7619362095345,2000
49,1341.3619465403192,2000
