Pop_id,Peak_time,Peak_height
0,63.44236601085848,1795
1,72.93937451112498,1825
2,82.57199163524005,1824
3,101.39469755081758,1815
4,115.03385138842138,1809
5,125.96673195945834,1804
6,142.6509188533262,1803
7,157.43526476019207,1830
8,172.21830111869625,1805
9,188.03420742814555,1771
10,201.73660707196385,1805
11,213.75915531485276,1811
12,226.79414763178107,1807
13,242.998886752228,1801
14,257.0227208829589,1807
15,273.0181107939032,1795
16,290.1308406664634,1804
17,306.8048193777807,1790
18,322.2114524401658,1822
19,337.72715662671726,1826
20,355.68010597912854,1809
21,367.33454524909797,1803
22,384.2469712652084,1818
23,395.1548288737688,1802
24,410.9936120315581,1824
25,427.4741794160623,1825
26,440.3910465657116,1843
27,454.1453929646436,1826
28,465.73525376360914,1809
29,481.0988927359487,1844
30,496.6233471292429,1803
31,511.4323014894133,1817
32,525.3745430950853,1799
33,543.8651835941522,1795
34,557.5723476947896,1810
35,572.6929122278357,1822
36,585.8222341356894,1783
37,600.3667902969171,1805
38,612.9226723202813,1814
39,624.5597812503996,1827
40,636.4904525927429,1851
41,651.0263442360642,1814
42,660.3463187080639,1822
43,673.5426514555654,1800
44,685.135898664958,1808
45,698.8865338792366,1834
46,713.7022842886611,1822
47,724.5532150782522,1830
48,743.7994063164883,1823
49,757.5248259959935,1842
