Pop_id,Peak_time,Peak_height
0,55.39921604545418,1823
1,91.797953653007,1819
2,134.35344934598916,1826
3,157.85119508936043,1822
4,209.36441643373632,1804
5,249.66869729767797,1822
6,283.2946020020266,1817
7,305.2796232706083,1845
8,355.9775060323881,1811
9,405.818319451493,1830
10,450.73876686024437,1795
11,500.9244045702467,1823
12,534.4230922911156,1809
13,572.4279475622704,1835
14,622.7935286722162,1828
15,673.5999987147011,1808
16,697.3005380462876,1824
17,735.6376265558646,1816
18,787.1166954003261,1807
19,832.0076564006091,1832
20,882.4333083283539,1803
21,907.1719363881654,1836
22,956.4348998775429,1799
23,986.3794771644979,1828
24,1023.7905817778079,1814
25,1062.994705029556,1830
26,1098.4416832733596,1818
27,1134.6499906499243,1829
28,1173.085865604652,1821
29,1216.2692411775733,1822
30,1252.5789875786434,1810
31,1298.1465958513602,1816
32,1333.3717584439494,1806
33,1378.661520055637,1820
34,1426.5393710171697,1809
35,1463.1487877255256,1801
36,1504.5320169748852,1828
37,1542.4492752554524,1850
38,1583.3003603558568,1827
39,1618.1628774754638,1800
40,1662.4984163642587,1807
41,1703.1749675258677,1804
42,1756.5580385284554,1823
43,1797.8256305784707,1822
44,1826.8262095530583,1809
45,1867.9078740435473,1830
46,1911.8392791286415,1804
47,1963.6613915317157,1821
48,2009.9278100923223,1829
49,2052.638175464364,1823
